45,ADENODEAMIN-MONOMER_3.5.4.4~~~add~~~adenosine_deaminase,100.000,333,0,0,1,333,1,333,0.0,679
46,G6868-MONOMER_~~~ydgJ~~~YdgJ,100.000,346,0,0,1,346,1,346,0.0,710
47,G6869-MONOMER_~~~cnu~~~H-NS-_and_StpA-binding_protein,100.000,71,0,0,1,71,1,71,6.59e-50,148
48,G6870-MONOMER_~~~ydgK~~~conserved_inner_membrane_protein,100.000,146,0,0,1,146,1,146,2.64e-101,283
49,G6871-MONOMER_~~~rsxA~~~integral_membrane_protein_of_SoxR-reducing_complex,100.000,193,0,0,1,193,1,193,1.38e-136,377
50,G6872-MONOMER_~~~rsxB~~~member_of_SoxR-reducing_complex,100.000,192,0,0,1,192,1,192,1.45e-142,392
51,G6873-MONOMER_~~~rsxC~~~member_of_SoxR-reducing_complex,100.000,740,0,0,1,740,1,740,0.0,1488
52,G6874-MONOMER_~~~rsxD~~~integral_membrane_protein_of_SoxR-reducing_complex,100.000,352,0,0,1,352,1,352,0.0,696
53,G6875-MONOMER_~~~rsxG~~~member_of_SoxR-reducing_complex,100.000,206,0,0,1,206,1,206,4.33e-154,422
54,G6876-MONOMER_~~~rsxE~~~integral_membrane_protein_of_SoxR-reducing_complex,99.567,231,1,0,1,231,1,231,1.79e-168,460
55,EG10662-MONOMER_4.2.99.18~~~nth~~~endonuclease_III;_specific_for_apurinic_and/or_apyrimidinic_sites,100.000,211,0,0,1,211,1,211,3.26e-159,435
56,B1634-MONOMER_~~~tppB~~~tripeptide_/_dipeptide:H+_symporter,99.800,500,1,0,1,500,1,500,0.0,1003
57,GST-MONOMER_2.5.1.18~~~gstA~~~Gst,100.000,201,0,0,1,201,1,201,1.09e-152,418
58,PDXY-MONOMER_2.7.1.35~~~pdxY~~~pyridoxal_kinase_2,100.000,286,0,0,1,286,2,287,0.0,590
59,TYRS-MONOMER_6.1.1.1~~~tyrS~~~tyrosyl-tRNA_synthetase,100.000,424,0,0,1,424,1,424,0.0,880
60,PDXH-MONOMER_1.4.3.5~~~pdxH~~~pyridoxine_5'-phosphate_oxidase_/_pyridoxamine_5'-phosphate_oxidase,100.000,218,0,0,1,218,1,218,8.95e-166,452
61,EG11488-MONOMER_~~~mliC~~~inhibitor_of_c-type_lysozyme,_predicted_lipoprotein,100.000,107,0,0,1,107,3,109,6.09e-79,224
62,G6880-MONOMER_~~~anmK~~~anhydro-N-acetylmuramic_acid_kinase,100.000,369,0,0,1,369,1,369,0.0,749
63,G6881-MONOMER_~~~slyB~~~outer_membrane_lipoprotein,100.000,155,0,0,1,155,1,155,4.71e-107,299
64,G6882-MONOMER_~~~slyA~~~SlyA_DNA-binding_transcriptional_activator,99.306,144,1,0,1,144,1,144,5.78e-101,283
65,G6883-MONOMER_~~~ydhI~~~predicted_inner_membrane_protein,98.718,78,1,0,1,78,1,78,7.98e-52,153
66,G6884-MONOMER_~~~ydhJ~~~conserved_protein,100.000,285,0,0,1,285,1,285,0.0,584
67,G6885-MONOMER_~~~ydhK~~~conserved_inner_membrane_protein,100.000,670,0,0,1,670,1,670,0.0,1359
68,G6886-MONOMER_1.15.1.1~~~sodC~~~superoxide_dismutase_precursor_(Cu-Zn),100.000,173,0,0,1,173,1,173,9.60e-126,347
69,G6887-MONOMER_~~~ydhF~~~predicted_oxidoreductase,100.000,298,0,0,1,298,1,298,0.0,617
70,G6888-MONOMER_~~~ydhL~~~conserved_protein,98.734,79,1,0,1,79,1,79,3.17e-54,159
71,G6889-MONOMER_~~~nemR~~~NemR_DNA-binding_transcriptional_repressor,100.000,199,0,0,1,199,1,199,3.13e-151,414
72,G6890-MONOMER_~~~nemA~~~N-ethylmaleimide_reductase,_FMN-linked,100.000,365,0,0,1,365,1,365,0.0,743
73,GLYOXI-MONOMER_4.4.1.5~~~gloA~~~glyoxalase_I,100.000,135,0,0,1,135,1,135,6.23e-99,276
74,EG11547-MONOMER_~~~rnt~~~RNase_T,100.000,215,0,0,1,215,1,215,3.73e-164,448
75,EG11548-MONOMER_~~~lhr~~~member_of__ATP-dependent_helicase_superfamily_II,100.000,1538,0,0,1,1538,1,1538,0.0,3091
76,EG12181-MONOMER_~~~grxD~~~glutaredoxin_4,100.000,115,0,0,1,115,1,115,2.94e-84,238
77,G6892-MONOMER_~~~ydhO~~~predicted_lipoprotein,99.631,271,1,0,1,271,1,271,0.0,555
78,SUPEROX-DISMUTFE-MONOMER_1.15.1.1~~~sodB~~~superoxide_dismutase_(Fe),100.000,193,0,0,1,193,1,193,1.00e-144,397
79,B1657-MONOMER_~~~ydhP~~~YdhP,100.000,389,0,0,1,389,1,389,0.0,752
80,MONOMER0-2822_~~~ynhF~~~small_stress_response_membrane_protein,100.000,29,0,0,1,29,1,29,6.89e-14,54.3
81,PD00219_~~~purR~~~PurR-Hypoxanthine_DNA-binding_transcriptional_repressor,100.000,341,0,0,1,341,1,341,0.0,712
82,EG12140-MONOMER_~~~ydhB~~~protein_with_similarity_to_transcriptional_regulators,100.000,310,0,0,1,310,1,310,0.0,640
83,YDHC-MONOMER_~~~ydhC~~~predicted_transport_protein_YdhC,100.000,403,0,0,1,403,1,403,0.0,802
84,CFA-MONOMER_2.1.1.79~~~cfa~~~cyclopropane_fatty_acyl_phospholipid_synthase,100.000,382,0,0,1,382,1,382,0.0,800
85,RIBOFLAVIN-SYN-MONOMER_2.5.1.9~~~ribC~~~riboflavin_synthase,100.000,213,0,0,1,213,1,213,4.05e-161,440
86,YDHE-MONOMER_~~~mdtK~~~multidrug_efflux_transporter_MdtK,99.781,457,1,0,1,457,1,457,0.0,911
87,G6894-MONOMER_~~~ydhQ~~~conserved_protein,100.000,418,0,0,1,418,1,418,0.0,825
88,G6895-MONOMER_~~~ydhR~~~predicted_mono-oxygenase,100.000,101,0,0,1,101,1,101,1.78e-72,207
89,G6896-MONOMER_~~~ydhS~~~conserved_protein_with_FAD/NAD(P)-binding_domain,100.000,534,0,0,1,534,1,534,0.0,1106
90,G6897-MONOMER_~~~ydhT~~~conserved_protein,100.000,270,0,0,1,270,1,270,0.0,552
91,G6898-MONOMER_~~~ydhU~~~predicted_cytochrome,100.000,261,0,0,1,261,1,261,0.0,533
92,G6899-MONOMER_~~~ydhX~~~predicted_4Fe-4S_ferredoxin-type_protein,100.000,184,0,0,1,184,56,239,2.15e-141,390
93,G6900-MONOMER_~~~ydhW~~~predicted_protein,100.000,212,0,0,1,212,4,215,2.07e-160,438
94,G6901-MONOMER_~~~ydhV~~~predicted_oxidoreductase,100.000,700,0,0,1,700,1,700,0.0,1467
95,G6902-MONOMER_~~~ydhY~~~predicted_4Fe-4S_ferredoxin-type_protein,100.000,208,0,0,1,208,1,208,4.61e-156,427
96,G6903-MONOMER_~~~ydhZ~~~predicted_protein,100.000,69,0,0,1,69,1,69,2.21e-46,139
97,PKI-MONOMER_2.7.1.40~~~pykF~~~pyruvate_kinase_I_monomer,100.000,470,0,0,1,470,1,470,0.0,956
98,EG10544-MONOMER_~~~lpp~~~murein_lipoprotein,100.000,78,0,0,1,78,1,78,2.67e-51,152
99,G6904-MONOMER_~~~ynhG~~~L,D-transpeptidase_YnhG,100.000,334,0,0,1,334,1,334,0.0,675
100,G6905-MONOMER_~~~sufE~~~sulfur_acceptor_that_activates_SufS_cysteine_desulfurase,100.000,138,0,0,1,138,1,138,7.25e-102,284
101,G6906-MONOMER_4.4.1.16~~~sufS~~~L-selenocysteine_lyase_(and_L-cysteine_desulfurase)_monomer,100.000,406,0,0,1,406,1,406,0.0,841
102,G6907-MONOMER_~~~sufD~~~SufD_component_of_SufBCD_Fe-S_cluster_scaffold_complex,100.000,423,0,0,1,423,1,423,0.0,874
103,G6908-MONOMER_~~~sufC~~~SufC_component_of_SufBCD_Fe-S_cluster_scaffold_complex,100.000,248,0,0,1,248,1,248,0.0,505
104,G6909-MONOMER_~~~sufB~~~SufB_component_of_SufBCD_Fe-S_cluster_scaffold_complex,100.000,495,0,0,1,495,1,495,0.0,1039
105,EG11378-MONOMER_~~~sufA~~~Fe-S_cluster_assembly,_scaffold_protein,100.000,122,0,0,1,122,1,122,2.60e-90,254
106,G6911-MONOMER_~~~ydiH~~~predicted_protein,100.000,62,0,0,1,62,28,89,3.55e-41,126
107,G6912-MONOMER_~~~ydiI~~~esterase,100.000,136,0,0,1,136,1,136,2.75e-100,280
108,G6913-MONOMER_~~~ydiJ~~~predicted_FAD-linked_oxidoreductase,100.000,1018,0,0,1,1018,1,1018,0.0,2117
109,G6914-MONOMER_~~~ydiK~~~predicted_inner_membrane_protein,100.000,370,0,0,1,370,1,370,0.0,717
110,G6915-MONOMER_~~~ydiL~~~conserved_protein,100.000,118,0,0,1,118,1,118,3.54e-89,251
111,B1690-MONOMER_~~~ydiM~~~predicted_transporter,100.000,404,0,0,1,404,1,404,0.0,812
112,B1691-MONOMER_~~~ydiN~~~uncharacterised_inner_membrane_protein_YdiN,100.000,421,0,0,1,421,1,421,0.0,839
113,EG11234-MONOMER_1.1.1.282~~~ydiB~~~shikimate_dehydrogenase_/_quinate_dehydrogenase,100.000,288,0,0,1,288,1,288,0.0,595
114,AROD-MONOMER_4.2.1.10~~~aroD~~~3-dehydroquinate_dehydratase,100.000,252,0,0,1,252,1,252,0.0,512
115,EG12432-MONOMER_2.8.3.8~~~ydiF~~~fused_predicted_acetyl-CoA:acetoacetyl-CoA_transferase:_alpha_subunit/beta_subunit,100.000,531,0,0,1,531,1,531,0.0,1083
116,G6918-MONOMER_~~~ydiO~~~predicted_acyl-CoA_dehydrogenase,100.000,383,0,0,2,384,1,383,0.0,805
117,G6919-MONOMER_~~~ydiP~~~predicted_DNA-binding_transcriptional_regulator,100.000,303,0,0,1,303,1,303,0.0,635
118,G6920-MONOMER_~~~ydiQ~~~putative_subunit_of_YdiQ-YdiR_flavoprotein,100.000,254,0,0,1,254,1,254,0.0,509
119,G6921-MONOMER_~~~ydiR~~~putative_subunit_of_YdiQ-YdiR_flavoprotein,100.000,312,0,0,1,312,1,312,0.0,643
120,G6922-MONOMER_~~~ydiS~~~putative_flavoprotein,100.000,429,0,0,1,429,1,429,0.0,878
121,G6923-MONOMER_~~~ydiT~~~putative_ferredoxin,100.000,97,0,0,1,97,1,97,5.17e-72,206
122,EG12357-MONOMER_~~~fadK~~~short_chain_acyl-CoA_synthetase_monomer,100.000,548,0,0,1,548,19,566,0.0,1138
123,PEPSYNTH-MONOMER_2.7.9.2~~~ppsA~~~phosphoenolpyruvate_synthetase,100.000,792,0,0,1,792,1,792,0.0,1639
124,EG11132-MONOMER_~~~ppsR~~~PEP_synthetase_regulatory_protein,100.000,277,0,0,1,277,1,277,0.0,573
125,AROH-MONOMER_2.5.1.54~~~aroH~~~2-dehydro-3-deoxyphosphoheptonate_aldolase,100.000,348,0,0,1,348,1,348,0.0,727
126,G6924-MONOMER_~~~ydiU~~~conserved_protein,100.000,478,0,0,1,478,1,478,0.0,987
127,G6925-MONOMER_~~~ydiV~~~conserved_protein,100.000,237,0,0,1,237,1,237,5.04e-180,490
128,EG11133-MONOMER_~~~nlpC~~~NlpC-putative_lipoprotein_hydrolase,100.000,154,0,0,1,154,1,154,9.84e-117,323
129,BTUD-MONOMER_3.6.3.33~~~btuD~~~vitamin_B12_ABC_transporter_-_ATP_binding_subunit,100.000,249,0,0,1,249,1,249,0.0,504
130,BTUE-MONOMER_~~~btuE~~~thioredoxin/glutathione_peroxidase,100.000,183,0,0,1,183,1,183,1.86e-138,380
131,BTUC-MONOMER_~~~btuC~~~vitamin_B12_ABC_transporter_-_membrane_subunit,100.000,326,0,0,1,326,1,326,0.0,620
132,PD00347_~~~ihfA~~~integration_host_factor_(IHF),_alpha_subunit,100.000,99,0,0,1,99,1,99,1.66e-69,199
133,PHET-MONOMER_6.1.1.20~~~pheT~~~phenylalanyl-tRNA_synthetase_beta-chain,100.000,795,0,0,1,795,1,795,0.0,1619
134,PHES-MONOMER_6.1.1.20~~~pheS~~~phenylalanyl-tRNA_synthetase_alpha-chain,100.000,327,0,0,1,327,1,327,0.0,678
135,EG10881-MONOMER_~~~rplT~~~50S_ribosomal_subunit_protein_L20,100.000,118,0,0,1,118,1,118,2.48e-79,226
136,EG11231-MONOMER_~~~rpmI~~~50S_ribosomal_subunit_protein_L35,100.000,65,0,0,1,65,1,65,3.19e-42,128
137,EG10506-MONOMER_~~~infC~~~protein_chain_initiation_factor_IF-3,100.000,144,0,0,1,144,37,180,4.36e-103,289
138,THRS-MONOMER_6.1.1.3~~~thrS~~~threonyl-tRNA_synthetase,100.000,642,0,0,1,642,1,642,0.0,1346
140,EG11208-MONOMER_~~~arpA~~~regulator_of_acetyl_CoA_synthetase,29.787,517,310,4,4,470,149,662,6.52e-63,214
140,EG11208-MONOMER_~~~arpA~~~regulator_of_acetyl_CoA_synthetase,25.862,232,164,2,203,428,485,714,7.99e-19,86.3
140,EG11208-MONOMER_~~~arpA~~~regulator_of_acetyl_CoA_synthetase,23.045,243,185,2,222,463,462,703,2.82e-16,78.2
141,MONOMER0-2675_~~~yniD~~~small_predicted_membrane_protein,100.000,35,0,0,1,35,1,35,1.09e-20,72.0
142,G6928-MONOMER_~~~ydiY~~~conserved_protein,100.000,252,0,0,1,252,1,252,0.0,518
143,6PFK-2-MONOMER_2.7.1.11~~~pfkB~~~6-phosphofructokinase-2_monomer,100.000,309,0,0,1,309,1,309,0.0,626
144,G6929-MONOMER_~~~ydiZ~~~predicted_protein,100.000,96,0,0,1,96,1,96,5.83e-67,193
145,G6930-MONOMER_~~~yniA~~~predicted_phosphotransferase/kinase,100.000,286,0,0,1,286,1,286,0.0,587
146,G6931-MONOMER_~~~yniB~~~predicted_inner_membrane_protein,100.000,178,0,0,1,178,1,178,8.57e-132,363
147,G6932-MONOMER_3.1.3.68~~~yniC~~~2-deoxyglucose-6-phosphatase,100.000,222,0,0,1,222,1,222,2.24e-162,444
148,G6933-MONOMER_~~~ydjM~~~predicted_inner_membrane_protein_regulated_by_LexA,100.000,196,0,0,1,196,1,196,3.27e-146,401
149,G6934-MONOMER_~~~ydjN~~~predicted_transporter,100.000,463,0,0,1,463,1,463,0.0,914
150,G6935-MONOMER_~~~ydjO~~~predicted_protein,100.000,267,0,0,1,267,5,271,0.0,547
151,G6936-MONOMER_~~~cedA~~~cell_division_modulator,100.000,80,0,0,1,80,1,80,3.15e-57,167
152,HYDROPEROXIDII-MONOMER_1.11.1.6~~~katE~~~heme_d_synthase_/_hydroperoxidase,100.000,753,0,0,1,753,1,753,0.0,1553
153,EG12198-MONOMER_~~~chbG~~~chito-oligosaccharide_mono-deacetylase,100.000,249,0,0,1,249,1,249,0.0,516
154,EG10144-MONOMER_3.2.1.86~~~chbF~~~monoacetylchitobiose-6-phosphate_hydrolase,100.000,450,0,0,1,450,1,450,0.0,929
155,EG10143-MONOMER_~~~chbR~~~ChbR_DNA-binding_transcriptional_dual_regulator,100.000,279,0,0,1,279,2,280,0.0,578
156,CELC-MONOMER_~~~chbA~~~chitobiose_/_cellobiose_PTS_permease_-_ChbA_subunit,100.000,116,0,0,1,116,1,116,3.30e-81,230
157,CELB-MONOMER_~~~chbC~~~chitobiose_/_cellobiose_PTS_permease_-_ChbC_subunit,100.000,452,0,0,1,452,1,452,0.0,888
158,CELA-MONOMER_2.7.1.69~~~chbB~~~chitobiose_/_cellobiose_PTS_permease_-_ChbB_subunit,100.000,106,0,0,1,106,1,106,1.64e-74,213
159,EG10044-MONOMER_~~~osmE~~~osmotically_inducible_protein_OsmE,100.000,112,0,0,1,112,1,112,1.72e-82,233
160,NAD-SYNTH-MONOMER_6.3.1.5~~~nadE~~~NAD_synthetase,_NH3-dependent,100.000,275,0,0,1,275,1,275,0.0,569
161,G6937-MONOMER_~~~cho~~~endonuclease_of_nucleotide_excision_repair,99.661,295,1,0,1,295,1,295,0.0,606
162,G6938-MONOMER_~~~ves~~~conserved_protein,100.000,191,0,0,1,191,1,191,2.25e-145,399
163,G6939-MONOMER_~~~spy~~~ATP_independent_periplasmic_chaperone,100.000,161,0,0,1,161,1,161,4.73e-118,327
164,SUCCGLUDESUCC-MONOMER_3.5.1.96~~~astE~~~succinylglutamate_desuccinylase,100.000,322,0,0,1,322,1,322,0.0,660
165,SUCCARGDIHYDRO-MONOMER_3.5.3.23~~~astB~~~succinylarginine_dihydrolase,100.000,447,0,0,1,447,1,447,0.0,918
166,SUCCGLUALDDEHYD-MONOMER_1.2.1.71~~~astD~~~aldehyde_dehydrogenase,100.000,492,0,0,1,492,1,492,0.0,999
167,ARGSUCCTRAN-MONOMER_2.3.1.109~~~astA~~~arginine_succinyltransferase,100.000,344,0,0,1,344,1,344,0.0,719
168,SUCCORNTRANSAM-MONOMER_2.6.1.81~~~astC~~~succinylornithine_transaminase,100.000,406,0,0,1,406,1,406,0.0,837
169,EG11073-MONOMER_3.1.11.2~~~xthA~~~exonuclease_III,100.000,268,0,0,1,268,1,268,0.0,561
170,G6945-MONOMER_~~~ydjX~~~predicted_inner_membrane_protein,100.000,236,0,0,1,236,1,236,2.06e-170,466
171,G6946-MONOMER_~~~ydjY~~~predicted_protein,100.000,225,0,0,1,225,1,225,1.08e-171,468
172,G6947-MONOMER_~~~ydjZ~~~conserved_inner_membrane_protein,100.000,235,0,0,1,235,1,235,7.09e-172,469
173,G6948-MONOMER_~~~ynjA~~~conserved_protein,100.000,182,0,0,1,182,1,182,1.41e-134,370
174,G6949-MONOMER_~~~ynjB~~~conserved_protein,100.000,388,0,0,1,388,1,388,0.0,792
175,YNJC-MONOMER_~~~ynjC~~~YnjC/YnjD_ABC_transporter,100.000,496,0,0,16,511,1,496,0.0,942
176,YNJD-MONOMER_~~~ynjD~~~YnjC/YnjD_ABC_transporter,100.000,217,0,0,1,217,1,217,1.16e-160,439
177,G6952-MONOMER_2.8.1.1~~~ynjE~~~molybdopterin_synthase_sulfurtransferase,100.000,435,0,0,1,435,1,435,0.0,897
178,G6953-MONOMER_~~~ynjF~~~predicted_phosphatidyl_transferase,_inner_membrane_protein,99.515,206,1,0,1,206,1,206,6.63e-148,406
179,G6954-MONOMER_~~~nudG~~~oxidized_nucleoside_triphosphate_pyrophosphohydrolase,100.000,135,0,0,1,135,1,135,8.99e-97,271
180,G6955-MONOMER_~~~ynjH~~~predicted_protein,98.889,90,1,0,1,90,1,90,1.84e-64,186
181,GDHA-MONOMER_1.4.1.4~~~gdhA~~~glutamate_dehydrogenase,100.000,447,0,0,1,447,1,447,0.0,926
182,G6956-MONOMER_~~~ynjI~~~predicted_inner_membrane_protein,100.000,346,0,0,1,346,1,346,0.0,724
183,EG11014-MONOMER_5.99.1.2~~~topB~~~DNA_topoisomerase_III,100.000,653,0,0,1,653,1,653,0.0,1350
184,EG10943-MONOMER_2.7.9.3~~~selD~~~selenide,_water_dikinase,100.000,347,0,0,1,347,1,347,0.0,708
185,EG11134-MONOMER_~~~ydjA~~~predicted_oxidoreductase,100.000,183,0,0,1,183,1,183,5.16e-138,379
186,EG10968-MONOMER_~~~sppA~~~protease_IV,100.000,618,0,0,1,618,1,618,0.0,1269
187,ANSA-MONOMER_3.5.1.1~~~ansA~~~asparaginase_I,100.000,322,0,0,1,322,17,338,0.0,665
188,NICOTINAMID-MONOMER_3.5.1.19~~~pncA~~~pyrazinamidase_/_nicotinamidase,100.000,213,0,0,1,213,1,213,9.19e-163,444
189,YDJE-MONOMER_~~~ydjE~~~YdjE__MFS_transporter,100.000,452,0,0,1,452,1,452,0.0,898
190,G6957-MONOMER_~~~ydjF~~~predicted_DNA-binding_transcriptional_regulator,99.603,252,1,0,1,252,1,252,0.0,516
191,G6958-MONOMER_~~~ydjG~~~methylglyoxal_reductase_(NADH-dependent),100.000,326,0,0,1,326,1,326,0.0,670
192,G6959-MONOMER_~~~ydjH~~~predicted_kinase,100.000,315,0,0,1,315,1,315,0.0,639
193,G6960-MONOMER_~~~ydjI~~~predicted_aldolase,100.000,278,0,0,1,278,1,278,0.0,577
194,G6961-MONOMER_~~~ydjJ~~~predicted_oxidoreductase,_Zn-dependent_and_NAD(P)-binding,100.000,347,0,0,1,347,1,347,0.0,712
195,B1775-MONOMER_~~~ydjK~~~predicted_transporter,100.000,459,0,0,1,459,1,459,0.0,922
196,G6963-MONOMER_~~~ydjL~~~predicted_oxidoreductase,_Zn-dependent_and_NAD(P)-binding,100.000,358,0,0,1,358,1,358,0.0,736
197,G6964-MONOMER_~~~yeaC~~~conserved_protein,100.000,90,0,0,1,90,1,90,1.58e-65,189
198,EG12394-MONOMER_1.8.4.12~~~msrB~~~methionine_sulfoxide_reductase_B,100.000,137,0,0,1,137,1,137,2.09e-104,291
199,GAPDH-A-MONOMER_1.2.1.12~~~gapA~~~glyceraldehyde_3-phosphate_dehydrogenase-A_monomer,100.000,331,0,0,1,331,1,331,0.0,677
200,G6966-MONOMER_5.1.3.15~~~yeaD~~~conserved_protein,100.000,294,0,0,1,294,1,294,0.0,610
201,G6967-MONOMER_~~~yeaE~~~methylglyoxal_reductase,100.000,284,0,0,1,284,1,284,0.0,583
202,G6968-MONOMER_~~~mipA~~~scaffolding_protein_that_interacts_with_murein_polymerase_and_murein_hydrolase,99.597,248,1,0,1,248,1,248,0.0,504
203,G6969-MONOMER_~~~yeaG~~~protein_kinase,100.000,644,0,0,1,644,1,644,0.0,1340
204,G6970-MONOMER_~~~yeaH~~~conserved_protein,100.000,427,0,0,1,427,1,427,0.0,894
205,G6971-MONOMER_~~~yeaI~~~predicted_diguanylate_cyclase,100.000,491,0,0,1,491,1,491,0.0,996
206,G6972-MONOMER_2.7.7.65~~~yeaJ~~~predicted_diguanylate_cyclase,100.000,333,0,0,1,333,1,333,0.0,694
207,G7671-MONOMER_~~~ychE_1~~~hypothetical_protein,100.000,148,0,0,1,148,1,148,3.21e-108,301
208,G7670-MONOMER_~~~yhcD~~~predicted_outer_membrane_protein,100.000,793,0,0,1,793,1,793,0.0,1631
